Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,624,0
2014,0.0,0.0,0.0,1.0,4.5,31.0,9.0,31.0,6.0,6.0,0.0,0.0,365.0,LF2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366.0,LF2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,LF2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,0.0,0.0,1.0,3.0,15.5,21.5,62.0,43.0,58.0,58.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,673,0
2017,0.0,0.0,1.0,2.0,8.75,0.0,35.0,0.0,30.0,30.0,1.0,26.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,335,0
2018,1.0,1.0,2.0,4.0,14.0,58.0,28.0,58.0,22.0,22.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,336,0
2019,1.0,2.0,4.0,4.0,9.5,30.0,38.0,30.0,17.0,17.0,1.0,0.0,366.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,291,0
2020,1.0,1.0,3.0,2.0,17.6,14.0,88.0,28.0,53.0,53.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,273,0
2021,0.0,0.0,1.0,4.0,92.0,9.5,92.0,38.0,92.0,92.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,273,0
2022,1.0,1.0,2.0,5.0,29.666666666666668,28.333333333333332,89.0,85.0,52.0,52.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,273,0
2023,1.0,1.0,2.0,1.0,45.5,92.0,91.0,92.0,65.0,65.0,1.0,0.0,366.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,274,0
2014,1.0,1.0,2.0,3.0,14.666666666666666,43.5,44.0,87.0,30.0,30.0,1.0,0.0,365.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,284,0
2015,0.0,0.0,0.0,2.0,1.5,45.5,3.0,91.0,2.0,2.0,0.0,1.0,366.0,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,396,0
2024,,,,,,,,,,,,,,F2_S_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,11.0,11.0,8.181818181818182,55.0,90.0,48.0,48.0,0.0,0.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,268,0
2017,0.0,0.0,0.0,2.0,44.666666666666664,9.0,134.0,18.0,59.0,59.0,0.0,26.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,212,0
2018,0.0,0.0,0.0,5.0,14.571428571428571,11.0,102.0,55.0,41.0,41.0,0.0,0.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,214,0
2019,0.0,0.0,0.0,3.0,8.625,44.666666666666664,69.0,134.0,19.0,27.0,0.0,0.0,366.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,250,0
2020,0.0,0.0,0.0,7.0,11.0,14.571428571428571,55.0,102.0,27.0,23.0,0.0,0.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,222,0
2021,0.0,0.0,0.0,8.0,8.88888888888889,8.625,80.0,69.0,22.0,22.0,0.0,0.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,224,0
2022,0.0,0.0,0.0,5.0,47.666666666666664,11.0,143.0,55.0,129.0,129.0,0.0,0.0,365.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,235,0
2023,0.0,0.0,0.0,9.0,41.5,8.88888888888889,166.0,80.0,157.0,157.0,0.0,0.0,366.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,4.0,8.181818181818182,41.5,90.0,166.0,43.0,43.0,0.0,1.0,335.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,212,0
2015,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,16.0,16.0,0.0,0.0,366.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,265,0
2024,0.0,0.0,0.0,3.0,0.0,47.666666666666664,0.0,143.0,0.0,0.0,0.0,0.0,30.0,BF2_P,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,213,0
2016,1.0,1.0,1.0,3.0,90.0,12.0,90.0,12.0,90.0,90.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,351,0
2017,1.0,5.0,5.0,2.0,10.714285714285714,7.0,75.0,7.0,48.0,48.0,1.0,26.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,278,0
2018,1.0,1.0,1.0,1.0,4.5,90.0,9.0,90.0,8.0,8.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,286,0
2019,1.0,2.0,2.0,7.0,6.75,14.4,27.0,72.0,18.0,18.0,1.0,0.0,366.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,346,0
2020,1.0,1.0,1.0,2.0,90.0,8.0,90.0,8.0,90.0,90.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,302,0
2021,1.0,4.0,4.0,4.0,16.6,12.5,83.0,25.0,39.0,39.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,275,0
2022,1.0,4.0,4.0,1.0,12.666666666666666,90.0,76.0,90.0,28.0,28.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,275,0
2023,1.0,1.0,1.0,5.0,91.0,20.5,91.0,82.0,91.0,91.0,1.0,0.0,366.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,275,0
2014,1.0,1.0,1.0,6.0,4.666666666666667,18.5,14.0,74.0,12.0,12.0,1.0,0.0,365.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,218,0
2015,1.0,1.0,1.0,1.0,4.0,91.0,8.0,91.0,7.0,7.0,1.0,1.0,366.0,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,296,0
2024,,,,,,,,,,,,,,F1_S_sd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,20.0,54.666666666666664,5.4,164.0,108.0,93.0,93.0,0.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,194,0
2017,0.0,0.0,0.0,20.0,88.5,4.5,177.0,90.0,145.0,145.0,0.0,26.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2018,0.0,0.0,0.0,3.0,40.666666666666664,54.666666666666664,122.0,164.0,88.0,88.0,0.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2019,0.0,0.0,0.0,2.0,18.75,88.5,150.0,177.0,69.0,69.0,0.0,0.0,366.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,3.0,182.0,40.666666666666664,182.0,122.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2021,1.0,1.0,1.0,8.0,182.0,18.75,182.0,150.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,1.0,91.0,182.0,182.0,182.0,156.0,156.0,0.0,0.0,366.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,5.4,182.0,108.0,182.0,30.0,30.0,0.0,0.0,365.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,2.0,4.5,91.0,90.0,182.0,16.0,16.0,0.0,1.0,366.0,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,190,0
2024,,,,,,,,,,,,,,BF1_c,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,6.0,38.0,9.666666666666666,152.0,58.0,92.0,92.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,194,0
2017,0.0,0.0,0.0,4.0,11.0,2.75,110.0,11.0,50.0,50.0,0.0,26.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2018,0.0,0.0,0.0,4.0,9.25,38.0,37.0,152.0,22.0,22.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,194,0
2019,0.0,0.0,0.0,10.0,8.125,11.0,65.0,110.0,18.0,18.0,0.0,0.0,366.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2020,0.0,0.0,0.0,4.0,35.6,9.25,178.0,37.0,143.0,143.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2021,0.0,0.0,0.0,8.0,35.0,8.125,175.0,65.0,131.0,131.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2022,0.0,0.0,0.0,5.0,20.625,35.6,165.0,178.0,71.0,71.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,5.0,91.0,35.0,182.0,175.0,156.0,156.0,0.0,0.0,366.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,8.0,9.666666666666666,20.625,58.0,165.0,30.0,30.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,159,0
2015,0.0,0.0,0.0,2.0,2.75,91.0,11.0,182.0,7.0,7.0,0.0,1.0,366.0,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,191,0
2024,,,,,,,,,,,,,,BF1_a,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,1.0,3.0,3.0,0.0,3.25,0.0,13.0,0.0,4.0,4.0,1.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,905,0
2017,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,26.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,489,0
2018,1.0,1.0,1.0,4.0,5.0,4.0,5.0,12.0,5.0,5.0,1.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,654,0
2019,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,366.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,561,0
2020,0.0,0.0,0.0,1.0,2.0,5.0,4.0,5.0,2.0,2.0,0.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,926,0
2021,0.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,3.0,3.0,0.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,1291,0
2022,1.0,2.0,2.0,2.0,4.333333333333333,0.0,26.0,0.0,14.0,14.0,1.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,1444,0
2023,1.0,4.0,4.0,5.0,9.4,0.0,47.0,0.0,21.0,21.0,1.0,0.0,366.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,315,0
2014,0.0,0.0,0.0,6.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,365.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,5.0,2.0,11.25,2.0,45.0,2.0,2.0,0.0,1.0,366.0,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F1_P_pd,NCCMA_flow,407224,Loddon River: Mid Loddon River System at Reach 4a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,366.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,365.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,366.0,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2024,,,,,,,,,,,,,,LF1,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,2.0,51.0,27.0,153.0,54.0,97.0,97.0,0.0,135.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,194,0
2017,0.0,0.0,0.0,1.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,35.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,195,0
2018,1.0,1.0,1.0,3.0,182.0,51.0,182.0,153.0,182.0,182.0,1.0,57.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,193,0
2019,1.0,1.0,1.0,1.0,183.0,172.0,183.0,172.0,183.0,183.0,1.0,30.0,366.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,183,0
2020,0.0,0.0,0.0,1.0,86.0,182.0,172.0,182.0,169.0,169.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,183,0
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,0.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,183,0
2022,0.0,0.0,0.0,2.0,166.0,86.0,166.0,172.0,166.0,166.0,0.0,0.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,183,0
2023,0.0,0.0,0.0,1.0,77.5,182.0,155.0,182.0,112.0,112.0,0.0,0.0,366.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,199,0
2014,0.0,0.0,0.0,1.0,27.0,166.0,54.0,166.0,38.0,38.0,0.0,38.0,365.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,2.0,172.0,77.5,172.0,155.0,172.0,172.0,0.0,13.0,366.0,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,254,0
2024,,,,,,,,,,,,,,BF1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,2.0,51.0,27.0,153.0,54.0,97.0,97.0,0.0,135.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2017,0.0,0.0,0.0,1.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,35.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2018,1.0,1.0,1.0,3.0,182.0,51.0,182.0,153.0,182.0,182.0,1.0,57.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2019,1.0,1.0,1.0,1.0,183.0,172.0,183.0,172.0,183.0,183.0,1.0,30.0,366.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2020,0.0,0.0,0.0,1.0,86.0,182.0,172.0,182.0,169.0,169.0,0.0,0.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,0.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2022,0.0,0.0,0.0,2.0,166.0,86.0,166.0,172.0,166.0,166.0,0.0,0.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2023,0.0,0.0,0.0,1.0,77.5,182.0,155.0,182.0,112.0,112.0,0.0,0.0,366.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2014,0.0,0.0,0.0,1.0,27.0,166.0,54.0,166.0,38.0,38.0,0.0,38.0,365.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2015,0.0,0.0,0.0,2.0,172.0,77.5,172.0,155.0,172.0,172.0,0.0,13.0,366.0,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2024,,,,,,,,,,,,,,F1_a,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,1.0,22.5,153.0,90.0,153.0,38.0,38.0,0.0,128.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,262,0
2017,0.0,0.0,0.0,1.0,54.5,150.0,109.0,150.0,97.0,97.0,0.0,18.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,249,0
2018,0.0,0.0,0.0,4.0,121.0,22.5,121.0,90.0,121.0,121.0,0.0,51.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,244,0
2019,0.0,0.0,0.0,2.0,50.5,54.5,101.0,109.0,99.0,99.0,0.0,60.0,366.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,203,0
2020,0.0,0.0,0.0,1.0,87.5,121.0,175.0,121.0,128.0,128.0,0.0,0.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,182,0
2021,1.0,1.0,1.0,2.0,183.0,50.5,183.0,101.0,183.0,183.0,1.0,0.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,182,0
2022,0.0,0.0,0.0,2.0,72.5,87.5,145.0,175.0,140.0,140.0,0.0,0.0,365.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,182,0
2023,0.0,0.0,0.0,1.0,58.5,183.0,117.0,183.0,108.0,108.0,0.0,0.0,366.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,210,0
2014,0.0,0.0,0.0,2.0,153.0,58.5,153.0,117.0,153.0,153.0,0.0,13.0,335.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,182,0
2015,0.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,150.0,150.0,0.0,0.0,366.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,215,0
2024,0.0,0.0,0.0,2.0,0.0,72.5,0.0,145.0,0.0,0.0,0.0,38.0,30.0,BF2,NCCMA_flow,407295,Pyramid Creek at Whole Creek,VIC,Loddon,,213,0
2016,1.0,2.0,2.0,0.0,5.0,0.0,10.0,0.0,6.0,6.0,1.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,810,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,637,1
2018,0.0,0.0,0.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,3.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,1002,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,1368,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,1733,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,2098,0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,2463,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,2829,0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,365.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F4_a_P_pd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,0,1
2016,1.0,1.0,2.0,4.0,23.5,12.25,47.0,49.0,42.0,42.0,1.0,0.0,365.0,F2_a_sd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,334,0
2017,1.0,1.0,2.0,1.0,18.5,11.0,37.0,11.0,33.0,33.0,1.0,0.0,365.0,F2_a_sd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,317,0
2018,0.0,0.0,1.0,2.0,3.0,23.5,3.0,47.0,3.0,3.0,1.0,3.0,365.0,F2_a_sd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,342,0
2019,1.0,2.0,4.0,2.0,5.6,18.5,28.0,37.0,15.0,15.0,1.0,0.0,366.0,F2_a_sd,NCCMA_flow,407248,Tullaroop Creek (Upper Loddon River System) at Reach 2,VIC,Loddon,,339,0
